step,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,vel_10,vel_11,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11
0,7.336901664733887,-7.25881814956665,8.917386054992676,-11.60468578338623,-6.6610846519470215,-8.240498542785645,13.852121353149414,14.402844429016113,6.92356538772583,8.112415313720703,23.191003799438477,23.163400650024414,3.9678761959075928,-5.41517972946167,5.309810638427734,-9.241976737976074,-0.09034188091754913,-0.8248642683029175,10.598896980285645,10.34774112701416,0.2963216006755829,0.25416621565818787,-3.983266592025757,-2.1820688247680664,4.602986812591553,-3.590022325515747,2.3871946334838867,-3.620434045791626,-2.0370333194732666,-5.662729263305664,9.000322341918945,9.197324752807617,2.3351876735687256,4.842228889465332,7.247426986694336,7.52938985824585
1,5.727344989776611,-5.696177959442139,3.423799991607666,-4.301332950592041,-7.503314971923828,-7.192196846008301,10.528801918029785,9.444830894470215,6.593155384063721,-0.3597240746021271,17.34212303161621,16.18087387084961,12.797018051147461,-13.90929126739502,10.522851943969727,-17.297208786010742,-7.585912227630615,-8.307149887084961,15.562372207641602,14.594707489013672,4.956316947937012,3.6510627269744873,0.7202671766281128,3.8555502891540527,2.638204336166382,-3.159857988357544,0.7703155279159546,-1.39492666721344,-6.481239318847656,-3.0819203853607178,5.123146057128906,3.8873918056488037,2.2352030277252197,-0.3739475905895233,3.6880247592926025,4.024524688720703
2,2.8127059936523438,-3.342277765274048,1.0732139348983765,-1.6162008047103882,-5.429880619049072,-5.014555931091309,7.660595893859863,8.873122215270996,4.0529093742370605,3.9872870445251465,11.113957405090332,10.862317085266113,18.082887649536133,-20.134855270385742,12.279093742370605,-19.590778350830078,-13.303205490112305,-13.672331809997559,18.884765625,16.33115577697754,13.55405330657959,12.363454818725586,6.293258190155029,11.402254104614258,1.4886685609817505,-3.3321776390075684,0.24238507449626923,-0.8029103875160217,-6.714595794677734,-3.2565250396728516,5.571163177490234,5.47778844833374,4.663614273071289,3.7871501445770264,2.912496328353882,4.662283420562744
3,1.072176456451416,-2.0560176372528076,-0.6627033352851868,-1.5052297115325928,-5.06253719329834,-4.5411882400512695,6.969740867614746,8.680021286010742,1.9785658121109009,2.1072676181793213,6.961158275604248,4.4925761222839355,14.045543670654297,-19.17331314086914,8.085744857788086,-16.29967498779297,-13.315382957458496,-13.344017028808594,19.63410758972168,17.218358993530273,15.70001220703125,15.700016021728516,13.84100341796875,15.700002670288086,0.3267638087272644,-1.3980417251586914,-0.18304069340229034,-0.7351612448692322,-5.854762554168701,-2.8173537254333496,5.416553020477295,5.566989898681641,6.378937721252441,6.624189853668213,2.7795965671539307,4.677881240844727
4,-1.7714409828186035,0.43034762144088745,-2.9252939224243164,-1.278686285018921,-4.971252918243408,-4.6087846755981445,6.542153835296631,8.00510025024414,1.9888793230056763,1.982584834098816,3.4821650981903076,3.9808554649353027,7.925441265106201,-17.187870025634766,-0.10736986249685287,-14.782414436340332,-14.15239143371582,-13.281590461730957,20.345516204833984,18.1680850982666,15.700003623962402,15.700005531311035,15.698250770568848,15.696759223937988,-0.4053992033004761,0.3077774941921234,-0.6036893725395203,-0.4738713502883911,-5.764339447021484,-2.6561083793640137,5.754340171813965,5.588248252868652,6.4756622314453125,7.10064697265625,3.772030830383301,4.930145740509033
5,-4.525790691375732,7.789845943450928,-2.9321186542510986,-0.4903889000415802,-4.710922718048096,-4.823585033416748,6.192563056945801,7.168968200683594,1.9909064769744873,1.9897880554199219,3.6276962757110596,3.9893739223480225,2.7294013500213623,-9.7201566696167,-3.857052803039551,-12.478986740112305,-15.150079727172852,-13.391590118408203,20.461641311645508,18.660913467407227,15.700005531311035,15.700005531311035,15.699999809265137,15.69734001159668,-0.949177622795105,1.5669288635253906,-0.6641302704811096,-0.1144673153758049,-5.683976173400879,-3.1379432678222656,5.509330749511719,4.914963245391846,6.597521781921387,6.557322978973389,4.274703025817871,4.9068284034729
6,-0.9159515500068665,4.047986030578613,-2.952058792114258,0.3752567768096924,-4.312852382659912,-4.137620449066162,8.309492111206055,9.056730270385742,2.2704129219055176,2.1135756969451904,3.821607828140259,3.9975929260253906,5.415585517883301,-0.7515861392021179,-2.373014450073242,-3.17084002494812,-16.80108642578125,-16.366575241088867,17.80449104309082,16.09476661682129,15.680752754211426,15.699735641479492,15.684170722961426,15.681432723999023,-0.036369018256664276,0.6920181512832642,-0.6248703598976135,0.11117274314165115,-5.647377014160156,-3.600867748260498,5.143698215484619,4.694899559020996,6.391353607177734,5.847304344177246,4.618067741394043,4.916360855102539
7,-5.402530670166016,0.5948510766029358,0.46401089429855347,2.703892707824707,-3.9685628414154053,-3.8736889362335205,7.869741916656494,8.173770904541016,2.013674259185791,1.9896328449249268,4.124171733856201,4.038125514984131,2.3795409202575684,2.0227854251861572,-1.1776046752929688,0.24618788063526154,-17.23395538330078,-17.38667106628418,18.06793212890625,17.448976516723633,15.643189430236816,15.699286460876465,15.692181587219238,15.692078590393066,-1.28196120262146,0.006998002529144287,0.22255413234233856,0.60761958360672,-7.430617809295654,-3.790513277053833,5.788611888885498,5.206529140472412,6.800887107849121,6.215416431427002,5.366558074951172,5.018595218658447
8,0.985244631767273,3.469977378845215,1.4467767477035522,2.712923526763916,-3.831652879714966,-3.6578245162963867,7.892546653747559,7.8897385597229,2.0141286849975586,1.9916987419128418,4.272553443908691,3.9880614280700684,4.232612609863281,7.547416687011719,3.6709117889404297,4.420548439025879,-17.671005249023438,-17.78728675842285,18.423839569091797,17.96724510192871,15.65430736541748,15.693081855773926,15.700005531311035,15.699987411499023,0.451643705368042,1.0594866275787354,0.3417797088623047,0.6073717474937439,-7.957946300506592,-3.687739372253418,6.012983798980713,5.509807586669922,6.608786582946777,6.29235315322876,5.751574993133545,4.886335849761963
9,-0.09397422522306442,1.9594590663909912,3.2245001792907715,4.653378009796143,-3.7755720615386963,-3.5552728176116943,7.673509120941162,7.709805011749268,1.9990202188491821,1.9918842315673828,4.390474319458008,3.9741272926330566,6.154172420501709,12.461847305297852,9.361640930175781,8.565425872802734,-17.670516967773438,-17.90180206298828,18.614336013793945,18.220195770263672,15.700007438659668,15.700010299682617,15.699999809265137,15.699891090393066,-0.06078895181417465,0.5650368928909302,0.9412090182304382,1.3481415510177612,-8.808988571166992,-3.465944528579712,5.884542942047119,5.537858486175537,6.263751029968262,6.089113235473633,6.123398303985596,4.855946063995361
10,2.319424629211426,3.2151458263397217,4.738548755645752,6.671648979187012,-3.9815545082092285,0.1293565332889557,9.092142105102539,8.890581130981445,2.2516403198242188,2.639590263366699,5.779479026794434,4.025104999542236,3.1089377403259277,11.86418342590332,8.499890327453613,7.21217679977417,-17.39859390258789,-16.5645809173584,16.407018661499023,16.091468811035156,15.666279792785645,15.616422653198242,15.64217758178711,15.698933601379395,0.6081448793411255,1.1126439571380615,1.2784537076950073,1.760919451713562,-7.1887407302856445,0.3583557605743408,5.8240485191345215,5.175664901733398,5.602354049682617,5.94008731842041,6.160432815551758,5.0065412521362305
11,1.5836700201034546,3.6885273456573486,7.168390274047852,8.727062225341797,-2.247246742248535,11.39980697631836,8.505859375,7.720996379852295,1.9933147430419922,2.005202054977417,4.283638000488281,4.2844462394714355,5.98921012878418,13.890453338623047,14.657088279724121,12.011080741882324,-16.841943740844727,-10.51862907409668,16.51354217529297,15.668205261230469,15.676111221313477,8.706454277038574,15.649391174316406,15.694241523742676,0.35642144083976746,2.2560431957244873,2.8861217498779297,3.1791934967041016,-0.9794409871101379,7.709868907928467,5.011396884918213,3.8552396297454834,5.188007354736328,4.678835868835449,5.469254016876221,5.8559489250183105
12,-8.249098777770996,2.774829149246216,-1.7646453380584717,3.3653371334075928,10.382031440734863,10.341044425964355,0.6383828520774841,-2.777435541152954,1.9914522171020508,-5.482091903686523,4.0758514404296875,3.9735000133514404,1.6357699632644653,15.980905532836914,14.230953216552734,11.302074432373047,-8.592889785766602,1.3191856145858765,14.283540725708008,12.712767601013184,-0.0010410931427031755,-15.700024604797363,15.700165748596191,15.671758651733398,-3.664715051651001,1.2415357828140259,-0.7329807877540588,0.8581055998802185,7.60189151763916,9.91491985321045,-0.39865773916244507,-1.0874204635620117,5.138279914855957,-9.60211181640625,4.785271644592285,4.656350612640381
13,-6.6329498291015625,-6.613004684448242,-10.797553062438965,4.173614501953125,9.75883960723877,8.154757499694824,-2.671417713165283,-14.998549461364746,-2.841888427734375,-1.9236221313476562,3.6970443725585938,15.769940376281738,-6.92926549911499,9.032164573669434,6.623698711395264,6.413438320159912,-0.33104628324508667,4.762979507446289,10.703536987304688,10.98691463470459,-15.7000093460083,-15.652438163757324,15.700008392333984,-5.730492347311156e-08,-1.9418340921401978,-1.63096284866333,-1.9377204179763794,1.2162069082260132,7.122951507568359,4.864031791687012,-0.5012857913970947,-2.6256966590881348,-12.984199523925781,-7.600977420806885,4.098955154418945,4.173119068145752
14,2.5299830436706543,-8.470295906066895,-6.034274101257324,-0.49619361758232117,8.722244262695312,7.083803176879883,0.16443757712841034,-7.198495388031006,-1.903265118598938,-1.976672649383545,17.21034812927246,15.774389266967773,-11.087955474853516,0.45700713992118835,1.5532522201538086,2.1990535259246826,2.8381996154785156,8.173450469970703,14.191194534301758,7.292448043823242,-15.7000093460083,-15.650246620178223,-0.00213832501322031,7.388019730569795e-05,0.7713376879692078,-2.414574146270752,-0.9811397194862366,-0.3294118344783783,5.741731643676758,4.548098087310791,0.14695662260055542,-0.9426358938217163,-9.903538703918457,-7.099990367889404,4.423087120056152,3.7369582653045654
15,1.038234829902649,-1.9524381160736084,-4.232359886169434,-2.9262168407440186,7.785050392150879,6.813417911529541,-9.432426452636719,-6.691671848297119,-1.982454538345337,-3.4525210857391357,13.20082950592041,14.508813858032227,-12.849973678588867,-6.197030544281006,-2.342648983001709,-0.5653914213180542,6.069510459899902,5.439121723175049,10.738356590270996,4.520330905914307,-15.697461128234863,-11.037866592407227,-0.01099483110010624,0.00281345471739769,0.10377050191164017,-0.23994556069374084,-0.8305525779724121,-0.6694155931472778,7.263443470001221,3.913878917694092,-1.6566860675811768,-1.1452313661575317,-8.105934143066406,-7.37711763381958,2.7684340476989746,3.310220241546631
16,-1.004183292388916,7.150237083435059,-5.188724994659424,-2.115821361541748,6.795975208282471,7.223607063293457,-9.005413055419922,-7.034247398376465,-1.9907524585723877,-3.2427847385406494,11.848194122314453,13.15442943572998,-13.793927192687988,-6.02885627746582,-5.480457782745361,-1.2974952459335327,9.463907241821289,5.576892852783203,6.754126071929932,1.9842236042022705,-15.698873519897461,-12.941006660461426,-0.007073504850268364,0.0007840192993171513,-0.4708900451660156,2.062609910964966,-1.2934521436691284,-0.4158869981765747,7.460972785949707,4.148351192474365,-1.4538459777832031,-1.3346874713897705,-7.322140693664551,-6.947079658508301,2.537966251373291,2.9016547203063965
17,-1.138197660446167,9.264171600341797,-4.331760883331299,-2.6257131099700928,7.355541706085205,7.126426696777344,-9.595780372619629,-6.590676307678223,-5.090942859649658,-3.2993924617767334,9.944727897644043,11.946433067321777,-3.7180237770080566,-4.405836582183838,-8.238176345825195,-1.5440638065338135,2.442742347717285,3.3890116214752197,2.756753444671631,-0.07991728186607361,-7.180392742156982,-12.311383247375488,-0.005342146381735802,-0.03214360401034355,-0.29810160398483276,2.78376841545105,-1.1063228845596313,-0.5620834231376648,6.754033088684082,2.872307300567627,-1.8071290254592896,-1.3261826038360596,-6.9438323974609375,-6.7892165184021,2.0243303775787354,2.5988736152648926
18,-6.494302749633789,9.604777336120605,-1.4860453605651855,0.9697948694229126,8.090519905090332,8.004616737365723,-11.60851001739502,-2.3048019409179688,-3.4741668701171875,-3.3364579677581787,9.620148658752441,11.564974784851074,-2.934868097305298,-2.527104616165161,-9.380154609680176,-0.2774932384490967,4.27290153503418,2.8286385536193848,-2.0591623783111572,-0.978114128112793,-13.640732765197754,-13.468948364257812,0.006541508715599775,0.002670587971806526,-2.8205177783966064,3.5268123149871826,-0.2916489243507385,0.32742977142333984,6.986598014831543,3.550225019454956,-2.6686253547668457,-0.315246045589447,-6.363186836242676,-6.86316442489624,2.0302984714508057,2.507277488708496
19,-6.999532222747803,9.239968299865723,-0.21774159371852875,0.23704001307487488,7.645730495452881,7.417632579803467,-5.6706366539001465,-2.5221686363220215,-2.8166730403900146,-2.9776837825775146,7.892878532409668,9.435626029968262,-2.479248285293579,-1.507719874382019,-9.173368453979492,0.5725718140602112,5.087807655334473,3.479710817337036,-4.6361308097839355,-1.6439236402511597,-13.5979642868042,-13.970426559448242,-0.0025987904518842697,0.007232251577079296,-2.332261085510254,3.2030038833618164,0.004860296845436096,0.020928628742694855,6.260685920715332,2.5727498531341553,-1.1123329401016235,-0.5407719612121582,-6.4813642501831055,-6.836390495300293,1.5678889751434326,1.9070899486541748
20,-6.882087230682373,8.993583679199219,0.1244184821844101,-0.5308242440223694,7.396815299987793,6.14584493637085,-4.533385276794434,-1.206658124923706,-2.7493371963500977,-2.688614845275879,1.45303213596344,3.9246771335601807,-2.278263807296753,-0.38377541303634644,-8.423425674438477,0.9718057513237,6.170215129852295,4.436342716217041,-6.382057189941406,-1.8456834554672241,-14.109858512878418,-14.339471817016602,-0.00329177756793797,0.013151058927178383,-2.0743613243103027,3.436231851577759,0.03496309369802475,-0.13221150636672974,5.679329872131348,1.7746732234954834,-1.0987006425857544,-0.20504878461360931,-6.565115928649902,-6.718701362609863,0.04531580209732056,0.5784396529197693
21,-6.4632744789123535,8.626649856567383,-0.43381601572036743,0.17649677395820618,7.077781677246094,4.176804542541504,-3.0756218433380127,-1.5635685920715332,-2.6122140884399414,-2.5107064247131348,-2.9658851623535156,-3.9505958557128906,-1.5628970861434937,0.9955852031707764,-6.64285945892334,0.8345385789871216,6.6580891609191895,4.943909645080566,-2.7699947357177734,2.554239511489868,-14.202619552612305,-14.72459602355957,-15.683349609375,-15.700470924377441,-1.77717924118042,3.2897706031799316,-0.13848896324634552,0.06262756139039993,4.789721488952637,0.9917168021202087,-0.5747696757316589,-0.3056175708770752,-6.489052772521973,-6.260644435882568,-4.089324951171875,-2.5932531356811523
22,-6.616137981414795,7.922199726104736,-0.376640260219574,-2.3550643920898438,6.884055137634277,2.7877840995788574,-1.325449824333191,-5.217179298400879,-2.5272600650787354,-2.158045530319214,-4.254093170166016,-3.9419679641723633,-2.3911848068237305,-0.3044189214706421,-6.874790191650391,0.009796112775802612,7.747318744659424,4.439949035644531,-3.797025442123413,0.476797491312027,-14.73855972290039,-14.020047187805176,-15.709261894226074,-15.653127670288086,-1.8701907396316528,3.5016279220581055,-0.09293659031391144,-0.557928740978241,4.556180000305176,0.6686286330223083,-0.2292899787425995,-1.1408593654632568,-7.0855913162231445,-6.233834743499756,-6.053969860076904,-5.705892562866211
23,-6.323544979095459,8.52171516418457,-0.5507891178131104,-1.4059906005859375,6.441741466522217,3.8392066955566406,-0.9012883305549622,-5.109663486480713,-2.3824541568756104,-2.213125467300415,-4.438526630401611,-4.299334526062012,1.6940958499908447,6.572943687438965,-4.841341972351074,3.884519577026367,6.787843227386475,5.660984992980957,-5.670449733734131,-2.821444511413574,-15.274100303649902,-15.51234245300293,-15.590205192565918,-15.59843635559082,-1.7954857349395752,3.948906421661377,-0.15056131780147552,-0.24819183349609375,3.932990074157715,1.1065491437911987,-0.1931585967540741,-1.0772337913513184,-7.076177597045898,-6.0368123054504395,-6.271782875061035,-5.854624271392822
24,-8.178243637084961,8.185027122497559,2.3812623023986816,-5.168294906616211,7.41741418838501,4.1919660568237305,-2.179086446762085,-7.155423641204834,-2.463529586791992,-2.1412832736968994,-4.412715435028076,-4.34438419342041,-0.8293225765228271,0.5770135521888733,-6.8246564865112305,0.7294785976409912,5.9907426834106445,3.361605644226074,-7.225954532623291,-6.712310314178467,-15.070414543151855,0.015900686383247375,-15.59375286102295,-15.660154342651367,-2.880930185317993,3.375495433807373,0.4883890748023987,-1.1346509456634521,4.848265647888184,1.102234959602356,-0.6264235377311707,-1.9443012475967407,-6.770772933959961,-5.3702239990234375,-6.116142272949219,-5.938925266265869
25,-8.319502830505371,8.540122032165527,2.7754600048065186,-2.1164138317108154,7.111678600311279,6.199873447418213,-1.4363336563110352,-5.719696521759033,-2.2579190731048584,-9.037850379943848,-4.473686218261719,-4.313601493835449,-1.3582422733306885,1.5798768997192383,-5.62608003616333,-0.03565441817045212,7.178788185119629,4.698400974273682,-8.49715518951416,-10.105171203613281,-15.216214179992676,-0.10535210371017456,-15.642523765563965,-15.647928237915039,-3.333954334259033,4.065025806427002,0.4760777950286865,-0.31231236457824707,4.888266563415527,2.1923346519470215,-0.35756927728652954,-1.627701997756958,-6.148780822753906,-5.209261417388916,-6.16888427734375,-5.5874552726745605
26,-8.352397918701172,8.104422569274902,4.078743934631348,-3.460333824157715,6.540467739105225,5.587604522705078,-3.1399986743927,-5.472334384918213,-6.671403884887695,-8.989792823791504,-4.636734485626221,-4.419992923736572,-1.1475566625595093,1.8782708644866943,-4.2141313552856445,-1.492130994796753,8.156229972839355,5.2831034660339355,-10.535735130310059,-13.534045219421387,0.001395069994032383,0.0003953762352466583,-15.430411338806152,-15.508561134338379,-3.4771463871002197,3.71879506111145,0.7528108954429626,-0.7721554636955261,4.13968563079834,1.769391655921936,-1.028513789176941,-1.9387239217758179,-5.746131896972656,-4.522039890289307,-6.106985569000244,-5.524765491485596
